First_Name,Last_Name,Full_Name,GPA,Major,Relevant_Courses,Skills,Certifications,Previous_Experience,Preferred_Industry,Extracurriculars,Predicted_Job_Role
Olivia,Williams,Olivia Williams,3.72,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Java', 'Machine Learning', 'Risk Management']",['Google Data Analytics'],3,Healthcare,"['Coding Club', 'Student Government']",Data Analyst Intern
Aiden,Jones,Aiden Jones,3.56,Computer Science,"['Algorithms', 'Machine Learning']","['Network Security', 'Risk Management', 'Python']",['CFA Level 1'],3,Finance,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,3.75,Finance,"['Investment Analysis', 'Accounting']","['Network Security', 'Python', 'Data Analysis']",['AWS Certified'],2,Government,"['Finance Club', 'Research Assistant']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.05,Computer Science,"['Machine Learning', 'Data Structures']","['Java', 'Python', 'Risk Management']",['AWS Certified'],1,Education,"['Finance Club', 'Research Assistant']",Financial Analyst Intern
Ava,Garcia,Ava Garcia,2.59,Computer Science,"['Operating Systems', 'Data Structures']","['Risk Management', 'SQL', 'Data Analysis']",['AWS Certified'],3,Finance,"['Finance Club', 'Student Government']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.3,Finance,"['Risk Management', 'Investment Analysis']","['Risk Management', 'SQL', 'Cloud Computing']",['Certified Ethical Hacker'],1,Tech,"['Finance Club', 'Hackathons']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.34,Finance,"['Financial Modeling', 'Risk Management']","['Financial Analysis', 'Risk Management', 'Python']",['PMP'],2,Education,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Mason,Martinez,Mason Martinez,3.4,Business Analytics,"['Business Intelligence', 'Data Analytics']","['SQL', 'Data Analysis', 'Machine Learning']",['Google Data Analytics'],1,Finance,"['Hackathons', 'Student Government']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.79,Business Analytics,"['Business Intelligence', 'SQL']","['Risk Management', 'Data Analysis', 'Python']",['CFA Level 1'],0,Healthcare,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,3.33,Computer Science,"['Algorithms', 'Machine Learning']","['C++', 'Java', 'Python']",['PMP'],2,Healthcare,"['Coding Club', 'Research Assistant']",Software Engineering Intern
Amelia,Thomas,Amelia Thomas,2.74,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Data Analysis', 'C++', 'SQL']",['CFA Level 1'],2,Tech,"['Student Government', 'Research Assistant']",Data Analyst Intern
James,Hernandez,James Hernandez,2.91,Software Engineering,"['Cloud Computing', 'Databases']","['Java', 'Network Security', 'Financial Analysis']",['CFA Level 1'],2,Government,"['Hackathons', 'Student Government']",Cybersecurity Intern
Harper,Moore,Harper Moore,3.18,Finance,"['Investment Analysis', 'Risk Management']","['Python', 'C++', 'Cloud Computing']",['Google Data Analytics'],0,Healthcare,"['Hackathons', 'Coding Club']",Software Engineering Intern
Alexander,Martin,Alexander Martin,2.86,Computer Science,"['Operating Systems', 'Machine Learning']","['Python', 'Financial Analysis', 'SQL']",['Google Data Analytics'],1,Education,"['Student Government', 'Finance Club']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.76,Software Engineering,"['Cloud Computing', 'Databases']","['Network Security', 'Python', 'C++']",['PMP'],1,Finance,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Benjamin,Thompson,Benjamin Thompson,3.83,Finance,"['Investment Analysis', 'Accounting']","['Data Analysis', 'Risk Management', 'SQL']",['Google Data Analytics'],2,Healthcare,"['Hackathons', 'Finance Club']",Data Analyst Intern
Abigail,White,Abigail White,2.8,Cybersecurity,"['Cryptography', 'Ethical Hacking']","['SQL', 'Risk Management', 'Data Analysis']",['PMP'],2,Education,"['Finance Club', 'Coding Club']",Data Analyst Intern
Liam,Smith,Liam Smith,2.87,Business Analytics,"['Data Analytics', 'SQL']","['SQL', 'Network Security', 'Risk Management']",['PMP'],1,Education,"['Coding Club', 'Student Government']",Cybersecurity Intern
Emma,Johnson,Emma Johnson,3.48,Computer Science,"['Data Structures', 'Algorithms']","['Java', 'Python', 'C++']",['CFA Level 1'],0,Government,"['Hackathons', 'Student Government']",Software Engineering Intern
Noah,Brown,Noah Brown,3.16,Cybersecurity,"['Cryptography', 'Cyber Law']","['Java', 'Machine Learning', 'C++']",['CFA Level 1'],1,Tech,"['Finance Club', 'Hackathons']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.42,Data Analytics,"['Big Data', 'Statistics']","['C++', 'Risk Management', 'Java']",['Google Data Analytics'],2,Finance,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.06,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Java', 'Cloud Computing', 'Machine Learning']",['AWS Certified'],3,Tech,"['Finance Club', 'Hackathons']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.53,Data Analytics,"['Data Visualization', 'Python for Data Science']","['Network Security', 'Cloud Computing', 'Risk Management']",['Certified Ethical Hacker'],1,Education,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.3,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['C++', 'Java', 'Machine Learning']",['Certified Ethical Hacker'],1,Government,"['Hackathons', 'Coding Club']",Data Analyst Intern
Ava,Garcia,Ava Garcia,2.72,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Financial Analysis', 'SQL', 'Machine Learning']",['CFA Level 1'],2,Healthcare,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.65,Computer Science,"['Machine Learning', 'Operating Systems']","['Machine Learning', 'Java', 'Risk Management']",['AWS Certified'],2,Finance,"['Coding Club', 'Student Government']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,2.84,Data Analytics,"['Statistics', 'Data Visualization']","['Network Security', 'C++', 'Financial Analysis']",['AWS Certified'],2,Government,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.82,Business Analytics,"['SQL', 'Business Intelligence']","['Network Security', 'Machine Learning', 'SQL']",['Google Data Analytics'],2,Finance,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.95,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['SQL', 'Network Security', 'Risk Management']",['AWS Certified'],2,Tech,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.48,Computer Science,"['Algorithms', 'Data Structures']","['Python', 'Machine Learning', 'SQL']",['CFA Level 1'],3,Government,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.89,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['Machine Learning', 'Financial Analysis', 'C++']",['CFA Level 1'],2,Finance,"['Student Government', 'Research Assistant']",Data Analyst Intern
James,Hernandez,James Hernandez,3.02,Computer Science,"['Operating Systems', 'Data Structures']","['Network Security', 'SQL', 'Cloud Computing']",['CFA Level 1'],3,Finance,"['Student Government', 'Finance Club']",Cybersecurity Intern
Harper,Moore,Harper Moore,3.71,Business Analytics,"['SQL', 'Business Intelligence']","['Java', 'C++', 'Cloud Computing']",['CFA Level 1'],2,Education,"['Research Assistant', 'Student Government']",Software Engineering Intern
Alexander,Martin,Alexander Martin,3.58,Computer Science,"['Operating Systems', 'Data Structures']","['Machine Learning', 'Network Security', 'Java']",['AWS Certified'],0,Government,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,2.54,Data Analytics,"['Big Data', 'Python for Data Science']","['SQL', 'Financial Analysis', 'Data Analysis']",['AWS Certified'],0,Education,"['Student Government', 'Coding Club']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,2.83,Business Analytics,"['Data Analytics', 'SQL']","['Financial Analysis', 'Java', 'Risk Management']",['Certified Ethical Hacker'],0,Government,"['Hackathons', 'Student Government']",Financial Analyst Intern
Abigail,White,Abigail White,2.87,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Java', 'Risk Management', 'Python']",['Google Data Analytics'],2,Finance,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Liam,Smith,Liam Smith,2.8,Computer Science,"['Operating Systems', 'Data Structures']","['Financial Analysis', 'C++', 'SQL']",['Google Data Analytics'],1,Education,"['Hackathons', 'Finance Club']",Financial Analyst Intern
Emma,Johnson,Emma Johnson,3.26,Finance,"['Accounting', 'Investment Analysis']","['Java', 'Cloud Computing', 'Data Analysis']",['AWS Certified'],0,Tech,"['Student Government', 'Hackathons']",Data Analyst Intern
Noah,Brown,Noah Brown,3.54,Computer Science,"['Algorithms', 'Operating Systems']","['Risk Management', 'C++', 'Data Analysis']",['PMP'],1,Education,"['Finance Club', 'Coding Club']",Data Analyst Intern
Olivia,Williams,Olivia Williams,2.81,Software Engineering,"['Software Development', 'Databases']","['Machine Learning', 'Financial Analysis', 'Java']",['Certified Ethical Hacker'],3,Tech,"['Coding Club', 'Finance Club']",Data Analyst Intern
Aiden,Jones,Aiden Jones,2.68,Cybersecurity,"['Network Security', 'Cyber Law']","['C++', 'Java', 'Network Security']",['CFA Level 1'],2,Education,"['Finance Club', 'Coding Club']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,3.7,Finance,"['Risk Management', 'Financial Modeling']","['Machine Learning', 'Risk Management', 'Financial Analysis']",['Google Data Analytics'],3,Tech,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.38,Data Analytics,"['Python for Data Science', 'Statistics']","['Cloud Computing', 'Java', 'Risk Management']",['PMP'],3,Education,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Ava,Garcia,Ava Garcia,2.93,Software Engineering,"['Software Development', 'DevOps']","['Java', 'Machine Learning', 'SQL']",['PMP'],0,Finance,"['Student Government', 'Coding Club']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.3,Computer Science,"['Algorithms', 'Data Structures']","['Data Analysis', 'Network Security', 'Python']",['AWS Certified'],2,Tech,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,3.96,Computer Science,"['Data Structures', 'Operating Systems']","['Java', 'Machine Learning', 'Network Security']",['CFA Level 1'],0,Government,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,2.69,Cybersecurity,"['Network Security', 'Cryptography']","['Python', 'Machine Learning', 'SQL']",['PMP'],1,Education,"['Coding Club', 'Finance Club']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.3,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['Cloud Computing', 'Network Security', 'Machine Learning']",['AWS Certified'],2,Government,"['Student Government', 'Finance Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.21,Data Analytics,"['Python for Data Science', 'Statistics']","['Java', 'Machine Learning', 'Cloud Computing']",['CFA Level 1'],2,Education,"['Hackathons', 'Finance Club']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.7,Software Engineering,"['DevOps', 'Databases']","['Cloud Computing', 'SQL', 'Financial Analysis']",['PMP'],0,Education,"['Research Assistant', 'Student Government']",Financial Analyst Intern
James,Hernandez,James Hernandez,3.89,Data Analytics,"['Python for Data Science', 'Statistics']","['Cloud Computing', 'Data Analysis', 'Financial Analysis']",['Google Data Analytics'],1,Finance,"['Finance Club', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.71,Software Engineering,"['Cloud Computing', 'DevOps']","['Machine Learning', 'Cloud Computing', 'Java']",['Certified Ethical Hacker'],0,Government,"['Coding Club', 'Hackathons']",Data Analyst Intern
Alexander,Martin,Alexander Martin,2.77,Business Analytics,"['Predictive Analytics', 'SQL']","['Machine Learning', 'Cloud Computing', 'Financial Analysis']",['Certified Ethical Hacker'],3,Education,"['Finance Club', 'Hackathons']",Data Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.98,Cybersecurity,"['Ethical Hacking', 'Network Security']","['SQL', 'Python', 'Data Analysis']",['Certified Ethical Hacker'],0,Government,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.61,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Python', 'Financial Analysis', 'Java']",['Google Data Analytics'],2,Healthcare,"['Research Assistant', 'Coding Club']",Financial Analyst Intern
Abigail,White,Abigail White,3.2,Software Engineering,"['Cloud Computing', 'DevOps']","['Java', 'Machine Learning', 'Network Security']",['AWS Certified'],2,Education,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Liam,Smith,Liam Smith,3.97,Computer Science,"['Data Structures', 'Algorithms']","['Java', 'Risk Management', 'Machine Learning']",['PMP'],2,Healthcare,"['Finance Club', 'Coding Club']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.44,Data Analytics,"['Statistics', 'Python for Data Science']","['Risk Management', 'Cloud Computing', 'Python']",['AWS Certified'],3,Education,"['Finance Club', 'Student Government']",Financial Analyst Intern
Noah,Brown,Noah Brown,2.8,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['SQL', 'Python', 'Machine Learning']",['Google Data Analytics'],1,Tech,"['Hackathons', 'Coding Club']",Data Analyst Intern
Olivia,Williams,Olivia Williams,2.91,Finance,"['Risk Management', 'Accounting']","['SQL', 'Cloud Computing', 'Machine Learning']",['CFA Level 1'],2,Government,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Aiden,Jones,Aiden Jones,2.73,Cybersecurity,"['Cyber Law', 'Cryptography']","['Cloud Computing', 'Financial Analysis', 'C++']",['AWS Certified'],3,Healthcare,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Sophia,Miller,Sophia Miller,3.38,Software Engineering,"['DevOps', 'Cloud Computing']","['Risk Management', 'C++', 'Java']",['CFA Level 1'],3,Finance,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Jackson,Davis,Jackson Davis,3.03,Computer Science,"['Data Structures', 'Algorithms']","['Financial Analysis', 'Cloud Computing', 'Machine Learning']",['Certified Ethical Hacker'],1,Finance,"['Coding Club', 'Hackathons']",Data Analyst Intern
Ava,Garcia,Ava Garcia,2.82,Software Engineering,"['Software Development', 'Cloud Computing']","['Financial Analysis', 'SQL', 'Python']",['PMP'],0,Government,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,2.52,Business Analytics,"['Data Analytics', 'SQL']","['Java', 'Risk Management', 'Data Analysis']",['CFA Level 1'],0,Education,"['Coding Club', 'Hackathons']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,3.56,Cybersecurity,"['Cryptography', 'Network Security']","['Financial Analysis', 'Machine Learning', 'Cloud Computing']",['PMP'],1,Healthcare,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.44,Software Engineering,"['Cloud Computing', 'DevOps']","['Financial Analysis', 'Cloud Computing', 'SQL']",['Certified Ethical Hacker'],0,Government,"['Student Government', 'Finance Club']",Financial Analyst Intern
Mia,Anderson,Mia Anderson,3.57,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['C++', 'Risk Management', 'SQL']",['Certified Ethical Hacker'],2,Healthcare,"['Student Government', 'Finance Club']",Financial Analyst Intern
Ethan,Taylor,Ethan Taylor,2.72,Computer Science,"['Machine Learning', 'Data Structures']","['Python', 'Machine Learning', 'C++']",['Certified Ethical Hacker'],2,Government,"['Student Government', 'Finance Club']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.39,Cybersecurity,"['Cyber Law', 'Cryptography']","['Python', 'Machine Learning', 'Financial Analysis']",['AWS Certified'],1,Healthcare,"['Hackathons', 'Finance Club']",Data Analyst Intern
James,Hernandez,James Hernandez,3.59,Data Analytics,"['Big Data', 'Statistics']","['Python', 'Network Security', 'Machine Learning']",['Certified Ethical Hacker'],1,Healthcare,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Harper,Moore,Harper Moore,3.62,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Cloud Computing', 'Data Analysis', 'Network Security']",['Certified Ethical Hacker'],3,Finance,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,3.43,Finance,"['Investment Analysis', 'Financial Modeling']","['Risk Management', 'Financial Analysis', 'Data Analysis']",['PMP'],2,Finance,"['Student Government', 'Research Assistant']",Data Analyst Intern
